Fighter 1,Fighter 2,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Event,Date
Nick Pace,Will Campuzano,Bantamweight,Nick Pace,Will Campuzano,SUB,Pace/Pillory Choke,3,273,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04
Pablo Garza,Fredson Paixao,Featherweight,Pablo Garza,Fredson Paixao,KO/TKO,Flying Knee,1,51,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04
David Branch,Rich Attonito,Middleweight,David Branch,Rich Attonito,U-DEC,,3,300,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04
Quinton Jackson,Lyoto Machida,Light Heavyweight,Quinton Jackson,Lyoto Machida,S-DEC,,3,300,UFC 123: Rampage vs Machida,2010-11-20
BJ Penn,Matt Hughes,Welterweight,BJ Penn,Matt Hughes,KO/TKO,Punch,1,21,UFC 123: Rampage vs Machida,2010-11-20
Maiquel Falcao,Gerald Harris,Middleweight,Maiquel Falcao,Gerald Harris,U-DEC,,3,300,UFC 123: Rampage vs Machida,2010-11-20
Phil Davis,Tim Boetsch,Light Heavyweight,Phil Davis,Tim Boetsch,SUB,Kimura,2,175,UFC 123: Rampage vs Machida,2010-11-20
George Sotiropoulos,Joe Lauzon,Lightweight,George Sotiropoulos,Joe Lauzon,SUB,Kimura,2,163,UFC 123: Rampage vs Machida,2010-11-20
Brian Foster,Matt Brown,Welterweight,Brian Foster,Matt Brown,SUB,Guillotine Choke,2,131,UFC 123: Rampage vs Machida,2010-11-20
Mark Munoz,Aaron Simpson,Middleweight,Mark Munoz,Aaron Simpson,U-DEC,,3,300,UFC 123: Rampage vs Machida,2010-11-20
Dennis Hallman,Karo Parisyan,Welterweight,Dennis Hallman,Karo Parisyan,KO/TKO,Punches,1,107,UFC 123: Rampage vs Machida,2010-11-20
Edson Barboza,Mike Lullo,Lightweight,Edson Barboza,Mike Lullo,KO/TKO,Kicks,3,26,UFC 123: Rampage vs Machida,2010-11-20
Paul Kelly,TJ O'Brien,Lightweight,Paul Kelly,TJ O'Brien,KO/TKO,Elbows,2,196,UFC 123: Rampage vs Machida,2010-11-20
Nik Lentz,Tyson Griffin,Lightweight,Nik Lentz,Tyson Griffin,S-DEC,,3,300,UFC 123: Rampage vs Machida,2010-11-20
Yushin Okami,Nate Marquardt,Middleweight,Yushin Okami,Nate Marquardt,U-DEC,,3,300,UFC 122: Marquardt vs Okami,2010-11-13
Dennis Siver,Andre Winner,Lightweight,Dennis Siver,Andre Winner,SUB,Rear Naked Choke,1,217,UFC 122: Marquardt vs Okami,2010-11-13
Amir Sadollah,Peter Sobotta,Welterweight,Amir Sadollah,Peter Sobotta,U-DEC,,3,300,UFC 122: Marquardt vs Okami,2010-11-13
Krzysztof Soszynski,Goran Reljic,Light Heavyweight,Krzysztof Soszynski,Goran Reljic,U-DEC,,3,300,UFC 122: Marquardt vs Okami,2010-11-13
Duane Ludwig,Nick Osipczak,Welterweight,Duane Ludwig,Nick Osipczak,S-DEC,,3,300,UFC 122: Marquardt vs Okami,2010-11-13
Vladimir Matyushenko,Alexandre Ferreira,Light Heavyweight,Vladimir Matyushenko,Alexandre Ferreira,KO/TKO,Elbows,1,140,UFC 122: Marquardt vs Okami,2010-11-13
Pascal Krauss,Mark Scanlon,Welterweight,Pascal Krauss,Mark Scanlon,U-DEC,,3,300,UFC 122: Marquardt vs Okami,2010-11-13
Kyle Noke,Rob Kimmons,Middleweight,Kyle Noke,Rob Kimmons,SUB,Rear Naked Choke,2,93,UFC 122: Marquardt vs Okami,2010-11-13
Karlos Vemola,Seth Petruzelli,Light Heavyweight,Karlos Vemola,Seth Petruzelli,KO/TKO,Punches,1,226,UFC 122: Marquardt vs Okami,2010-11-13
Carlos Eduardo Rocha,Kris McCray,Welterweight,Carlos Eduardo Rocha,Kris McCray,SUB,Kneebar,1,141,UFC 122: Marquardt vs Okami,2010-11-13
Cain Velasquez,Brock Lesnar,Heavyweight,Cain Velasquez,Brock Lesnar,KO/TKO,Punches,1,252,UFC 121: Lesnar vs Velasquez,2010-10-23
Jake Shields,Martin Kampmann,Welterweight,Jake Shields,Martin Kampmann,S-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Diego Sanchez,Paulo Thiago,Welterweight,Diego Sanchez,Paulo Thiago,U-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Matt Hamill,Tito Ortiz,Light Heavyweight,Matt Hamill,Tito Ortiz,U-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Brendan Schaub,Gabriel Gonzaga,Heavyweight,Brendan Schaub,Gabriel Gonzaga,U-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Court McGee,Ryan Jensen,Middleweight,Court McGee,Ryan Jensen,SUB,Arm Triangle,3,81,UFC 121: Lesnar vs Velasquez,2010-10-23
Tom Lawlor,Patrick Cote,Middleweight,Tom Lawlor,Patrick Cote,U-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Daniel Roberts,Mike Guymon,Welterweight,Daniel Roberts,Mike Guymon,SUB,Anaconda Choke,1,73,UFC 121: Lesnar vs Velasquez,2010-10-23
Sam Stout,Paul Taylor,Lightweight,Sam Stout,Paul Taylor,S-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Chris Camozzi,Dongi Yang,Middleweight,Chris Camozzi,Dongi Yang,S-DEC,,3,300,UFC 121: Lesnar vs Velasquez,2010-10-23
Jon Madsen,Gilbert Yvel,Heavyweight,Jon Madsen,Gilbert Yvel,KO/TKO,Punches,1,108,UFC 121: Lesnar vs Velasquez,2010-10-23
Michael Bisping,Yoshihiro Akiyama,Middleweight,Michael Bisping,Yoshihiro Akiyama,U-DEC,,3,300,UFC 120: Bisping vs Akiyama,2010-10-16
Carlos Condit,Dan Hardy,Welterweight,Carlos Condit,Dan Hardy,KO/TKO,Punch,1,267,UFC 120: Bisping vs Akiyama,2010-10-16
Mike Pyle,John Hathaway,Welterweight,Mike Pyle,John Hathaway,U-DEC,,3,300,UFC 120: Bisping vs Akiyama,2010-10-16
Cheick Kongo,Travis Browne,Heavyweight,DRAW,DRAW,U-DEC,,3,300,UFC 120: Bisping vs Akiyama,2010-10-16
Claude Patrick,James Wilks,Welterweight,Claude Patrick,James Wilks,U-DEC,,3,300,UFC 120: Bisping vs Akiyama,2010-10-16
Alexander Gustafsson,Cyrille Diabate,Light Heavyweight,Alexander Gustafsson,Cyrille Diabate,SUB,Rear Naked Choke,2,161,UFC 120: Bisping vs Akiyama,2010-10-16
Rob Broughton,Vinicius Queiroz,Heavyweight,Rob Broughton,Vinicius Queiroz,SUB,Rear Naked Choke,3,103,UFC 120: Bisping vs Akiyama,2010-10-16
Paul Sass,Mark Holst,Lightweight,Paul Sass,Mark Holst,SUB,Triangle Choke,1,285,UFC 120: Bisping vs Akiyama,2010-10-16
Spencer Fisher,Curt Warburton,Lightweight,Spencer Fisher,Curt Warburton,U-DEC,,3,300,UFC 120: Bisping vs Akiyama,2010-10-16
Fabio Maldonado,James McSweeney,Light Heavyweight,Fabio Maldonado,James McSweeney,KO/TKO,Punches,3,48,UFC 120: Bisping vs Akiyama,2010-10-16
Frank Mir,Mirko Filipovic,Heavyweight,Frank Mir,Mirko Filipovic,KO/TKO,Knee,3,242,UFC 119: Mir vs Cro Cop,2010-09-25
Ryan Bader,Rogerio Nogueira,Light Heavyweight,Ryan Bader,Rogerio Nogueira,U-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
Chris Lytle,Matt Serra,Welterweight,Chris Lytle,Matt Serra,U-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
Sean Sherk,Evan Dunham,Lightweight,Sean Sherk,Evan Dunham,S-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
Melvin Guillard,Jeremy Stephens,Lightweight,Melvin Guillard,Jeremy Stephens,S-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
CB Dollaway,Joe Doerksen,Middleweight,CB Dollaway,Joe Doerksen,SUB,Guillotine Choke,1,133,UFC 119: Mir vs Cro Cop,2010-09-25
Matt Mitrione,Joey Beltran,Heavyweight,Matt Mitrione,Joey Beltran,U-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
Thiago Tavares,Pat Audinwood,Lightweight,Thiago Tavares,Pat Audinwood,SUB,Guillotine Choke,1,227,UFC 119: Mir vs Cro Cop,2010-09-25
Waylon Lowe,Steve Lopez,Lightweight,Waylon Lowe,Steve Lopez,S-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
TJ Grant,Julio Paulino,Welterweight,TJ Grant,Julio Paulino,U-DEC,,3,300,UFC 119: Mir vs Cro Cop,2010-09-25
Sean McCorkle,Mark Hunt,Heavyweight,Sean McCorkle,Mark Hunt,SUB,Straight Armbar,1,63,UFC 119: Mir vs Cro Cop,2010-09-25
Nate Marquardt,Rousimar Palhares,Middleweight,Nate Marquardt,Rousimar Palhares,KO/TKO,Punches,1,208,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Charles Oliveira,Efrain Escudero,Lightweight,Charles Oliveira,Efrain Escudero,SUB,Rear Naked Choke,3,145,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Jim Miller,Gleison Tibau,Lightweight,Jim Miller,Gleison Tibau,U-DEC,,3,300,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Cole Miller,Ross Pearson,Lightweight,Cole Miller,Ross Pearson,SUB,Rear Naked Choke,2,109,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Yves Edwards,John Gunderson,Lightweight,Yves Edwards,John Gunderson,U-DEC,,3,300,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Kyle Kingsbury,Jared Hamman,Light Heavyweight,Kyle Kingsbury,Jared Hamman,U-DEC,,3,300,UFC Fight Night: Marquardt vs Palhares,2010-09-15
David Branch,Tomasz Drwal,Middleweight,David Branch,Tomasz Drwal,U-DEC,,3,300,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Rich Attonito,Rafael Natal,Middleweight,Rich Attonito,Rafael Natal,U-DEC,,3,300,UFC Fight Night: Marquardt vs Palhares,2010-09-15
TJ Waldburger,David Mitchell,Welterweight,TJ Waldburger,David Mitchell,U-DEC,,3,300,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Brian Foster,Forrest Petz,Welterweight,Brian Foster,Forrest Petz,KO/TKO,Punches,1,67,UFC Fight Night: Marquardt vs Palhares,2010-09-15
Frankie Edgar,BJ Penn,Lightweight,Frankie Edgar,BJ Penn,U-DEC,,5,300,UFC 118: Edgar vs Penn 2,2010-08-28
Randy Couture,James Toney,Heavyweight,Randy Couture,James Toney,SUB,Arm Triangle,1,199,UFC 118: Edgar vs Penn 2,2010-08-28
Demian Maia,Mario Miranda,Middleweight,Demian Maia,Mario Miranda,U-DEC,,3,300,UFC 118: Edgar vs Penn 2,2010-08-28
Gray Maynard,Kenny Florian,Lightweight,Gray Maynard,Kenny Florian,U-DEC,,3,300,UFC 118: Edgar vs Penn 2,2010-08-28
Nate Diaz,Marcus Davis,Welterweight,Nate Diaz,Marcus Davis,SUB,Guillotine Choke,3,242,UFC 118: Edgar vs Penn 2,2010-08-28
Joe Lauzon,Gabe Ruediger,Lightweight,Joe Lauzon,Gabe Ruediger,SUB,Armbar,1,121,UFC 118: Edgar vs Penn 2,2010-08-28
Nik Lentz,Andre Winner,Lightweight,Nik Lentz,Andre Winner,U-DEC,,3,300,UFC 118: Edgar vs Penn 2,2010-08-28
Dan Miller,John Salter,Middleweight,Dan Miller,John Salter,SUB,Guillotine Choke,2,113,UFC 118: Edgar vs Penn 2,2010-08-28
Greg Soto,Nick Osipczak,Welterweight,Greg Soto,Nick Osipczak,U-DEC,,3,300,UFC 118: Edgar vs Penn 2,2010-08-28
Mike Pierce,Amilcar Alves,Welterweight,Mike Pierce,Amilcar Alves,SUB,Armbar,3,191,UFC 118: Edgar vs Penn 2,2010-08-28
Anderson Silva,Chael Sonnen,Middleweight,Anderson Silva,Chael Sonnen,SUB,Triangle Armbar,5,190,UFC 117: Silva vs Sonnen,2010-08-07
Jon Fitch,Thiago Alves,Welterweight,Jon Fitch,Thiago Alves,U-DEC,,3,300,UFC 117: Silva vs Sonnen,2010-08-07
Clay Guida,Rafael Dos Anjos,Lightweight,Clay Guida,Rafael Dos Anjos,SUB,Injury,3,111,UFC 117: Silva vs Sonnen,2010-08-07
Matt Hughes,Ricardo Almeida,Welterweight,Matt Hughes,Ricardo Almeida,SUB,Schultz Front Headlock,1,195,UFC 117: Silva vs Sonnen,2010-08-07
Junior Dos Santos,Roy Nelson,Heavyweight,Junior Dos Santos,Roy Nelson,U-DEC,,3,300,UFC 117: Silva vs Sonnen,2010-08-07
Rick Story,Dustin Hazelett,Welterweight,Rick Story,Dustin Hazelett,KO/TKO,Punches,2,75,UFC 117: Silva vs Sonnen,2010-08-07
Phil Davis,Rodney Wallace,Light Heavyweight,Phil Davis,Rodney Wallace,U-DEC,,3,300,UFC 117: Silva vs Sonnen,2010-08-07
Johny Hendricks,Charlie Brenneman,Welterweight,Johny Hendricks,Charlie Brenneman,KO/TKO,Punches,2,40,UFC 117: Silva vs Sonnen,2010-08-07
Tim Boetsch,Todd Brown,Light Heavyweight,Tim Boetsch,Todd Brown,U-DEC,,3,300,UFC 117: Silva vs Sonnen,2010-08-07
Stefan Struve,Christian Morecraft,Heavyweight,Stefan Struve,Christian Morecraft,KO/TKO,Punch,2,22,UFC 117: Silva vs Sonnen,2010-08-07
Dennis Hallman,Ben Saunders,Welterweight,Dennis Hallman,Ben Saunders,U-DEC,,3,300,UFC 117: Silva vs Sonnen,2010-08-07
Jon Jones,Vladimir Matyushenko,Light Heavyweight,Jon Jones,Vladimir Matyushenko,KO/TKO,Elbows,1,112,UFC Live: Jones vs Matyushenko,2010-08-01
Yushin Okami,Mark Munoz,Middleweight,Yushin Okami,Mark Munoz,S-DEC,,3,300,UFC Live: Jones vs Matyushenko,2010-08-01
Jake Ellenberger,John Howard,Welterweight,Jake Ellenberger,John Howard,KO/TKO,,3,141,UFC Live: Jones vs Matyushenko,2010-08-01
Takanori Gomi,Tyson Griffin,Lightweight,Takanori Gomi,Tyson Griffin,KO/TKO,Punch,1,64,UFC Live: Jones vs Matyushenko,2010-08-01
Jacob Volkmann,Paul Kelly,Lightweight,Jacob Volkmann,Paul Kelly,U-DEC,,3,300,UFC Live: Jones vs Matyushenko,2010-08-01
Matthew Riddle,DaMarques Johnson,Welterweight,Matthew Riddle,DaMarques Johnson,KO/TKO,Punches,2,269,UFC Live: Jones vs Matyushenko,2010-08-01
Igor Pokrajac,James Irvin,Light Heavyweight,Igor Pokrajac,James Irvin,SUB,Rear Naked Choke,1,149,UFC Live: Jones vs Matyushenko,2010-08-01
Brian Stann,Mike Massenzio,Middleweight,Brian Stann,Mike Massenzio,SUB,Triangle Choke,3,190,UFC Live: Jones vs Matyushenko,2010-08-01
Charles Oliveira,Darren Elkins,Lightweight,Charles Oliveira,Darren Elkins,SUB,Triangle Armbar,1,41,UFC Live: Jones vs Matyushenko,2010-08-01
Rob Kimmons,Steve Steinbeiss,Middleweight,Rob Kimmons,Steve Steinbeiss,U-DEC,,3,300,UFC Live: Jones vs Matyushenko,2010-08-01
Brock Lesnar,Shane Carwin,Heavyweight,Brock Lesnar,Shane Carwin,SUB,Arm Triangle,2,139,UFC 116: Lesnar vs Carwin,2010-07-03
Chris Leben,Yoshihiro Akiyama,Middleweight,Chris Leben,Yoshihiro Akiyama,SUB,Triangle Choke,3,280,UFC 116: Lesnar vs Carwin,2010-07-03
Chris Lytle,Matt Brown,Welterweight,Chris Lytle,Matt Brown,SUB,Armbar,2,122,UFC 116: Lesnar vs Carwin,2010-07-03
Stephan Bonnar,Krzysztof Soszynski,Light Heavyweight,Stephan Bonnar,Krzysztof Soszynski,KO/TKO,Punches,2,188,UFC 116: Lesnar vs Carwin,2010-07-03
George Sotiropoulos,Kurt Pellegrino,Lightweight,George Sotiropoulos,Kurt Pellegrino,U-DEC,,3,300,UFC 116: Lesnar vs Carwin,2010-07-03
Brendan Schaub,Chris Tuchscherer,Heavyweight,Brendan Schaub,Chris Tuchscherer,KO/TKO,Punch,1,67,UFC 116: Lesnar vs Carwin,2010-07-03
Ricardo Romero,Seth Petruzelli,Light Heavyweight,Ricardo Romero,Seth Petruzelli,SUB,Armbar,2,185,UFC 116: Lesnar vs Carwin,2010-07-03
Kendall Grove,Goran Reljic,Middleweight,Kendall Grove,Goran Reljic,S-DEC,,3,300,UFC 116: Lesnar vs Carwin,2010-07-03
Gerald Harris,David Branch,Middleweight,Gerald Harris,David Branch,KO/TKO,Slam,3,155,UFC 116: Lesnar vs Carwin,2010-07-03
Daniel Roberts,Forrest Petz,Welterweight,Daniel Roberts,Forrest Petz,S-DEC,,3,300,UFC 116: Lesnar vs Carwin,2010-07-03
Jon Madsen,Karlos Vemola,Heavyweight,Jon Madsen,Karlos Vemola,U-DEC,,3,300,UFC 116: Lesnar vs Carwin,2010-07-03
Court McGee,Kris McCray,Middleweight,Court McGee,Kris McCray,SUB,Rear Naked Choke,2,221,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Matt Hamill,Keith Jardine,Light Heavyweight,Matt Hamill,Keith Jardine,M-DEC,,3,300,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Chris Leben,Aaron Simpson,Middleweight,Chris Leben,Aaron Simpson,KO/TKO,Punches,2,257,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Dennis Siver,Spencer Fisher,Lightweight,Dennis Siver,Spencer Fisher,U-DEC,,3,300,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Rich Attonito,Jamie Yager,Middleweight,Rich Attonito,Jamie Yager,KO/TKO,Punches,2,265,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
John Gunderson,Mark Holst,Lightweight,John Gunderson,Mark Holst,U-DEC,,3,300,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Brad Tavares,Seth Baczynski,Middleweight,Brad Tavares,Seth Baczynski,U-DEC,,3,300,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Kyle Noke,Josh Bryant,Middleweight,Kyle Noke,Josh Bryant,KO/TKO,Punches,2,192,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Chris Camozzi,James Hammortree,Middleweight,Chris Camozzi,James Hammortree,U-DEC,,3,300,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Travis Browne,James McSweeney,Heavyweight,Travis Browne,James McSweeney,KO/TKO,Punches,1,272,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19
Rich Franklin,Chuck Liddell,Light Heavyweight,Rich Franklin,Chuck Liddell,KO/TKO,Punch,1,295,UFC 115: Liddell vs Franklin,2010-06-12
Mirko Filipovic,Pat Barry,Heavyweight,Mirko Filipovic,Pat Barry,SUB,Rear Naked Choke,3,270,UFC 115: Liddell vs Franklin,2010-06-12
Martin Kampmann,Paulo Thiago,Welterweight,Martin Kampmann,Paulo Thiago,U-DEC,,3,300,UFC 115: Liddell vs Franklin,2010-06-12
Ben Rothwell,Gilbert Yvel,Heavyweight,Ben Rothwell,Gilbert Yvel,U-DEC,,3,300,UFC 115: Liddell vs Franklin,2010-06-12
Carlos Condit,Rory MacDonald,Welterweight,Carlos Condit,Rory MacDonald,KO/TKO,Punches,3,293,UFC 115: Liddell vs Franklin,2010-06-12
Evan Dunham,Tyson Griffin,Lightweight,Evan Dunham,Tyson Griffin,S-DEC,,3,300,UFC 115: Liddell vs Franklin,2010-06-12
Matt Wiman,Mac Danzig,Lightweight,Matt Wiman,Mac Danzig,SUB,Guillotine Choke,1,105,UFC 115: Liddell vs Franklin,2010-06-12
Mario Miranda,David Loiseau,Middleweight,Mario Miranda,David Loiseau,KO/TKO,Elbows,2,247,UFC 115: Liddell vs Franklin,2010-06-12
James Wilks,Peter Sobotta,Welterweight,James Wilks,Peter Sobotta,U-DEC,,3,300,UFC 115: Liddell vs Franklin,2010-06-12
Claude Patrick,Ricardo Funch,Welterweight,Claude Patrick,Ricardo Funch,SUB,Guillotine Choke,2,108,UFC 115: Liddell vs Franklin,2010-06-12
Mike Pyle,Jesse Lennox,Welterweight,Mike Pyle,Jesse Lennox,SUB,Triangle Choke,3,284,UFC 115: Liddell vs Franklin,2010-06-12
Rashad Evans,Quinton Jackson,Light Heavyweight,Rashad Evans,Quinton Jackson,U-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
Michael Bisping,Dan Miller,Middleweight,Michael Bisping,Dan Miller,U-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
Mike Russow,Todd Duffee,Heavyweight,Mike Russow,Todd Duffee,KO/TKO,Punch,3,155,UFC 114: Rampage vs Evans,2010-05-29
Rogerio Nogueira,Jason Brilz,Light Heavyweight,Rogerio Nogueira,Jason Brilz,S-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
John Hathaway,Diego Sanchez,Welterweight,John Hathaway,Diego Sanchez,U-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
Dong Hyun Kim,Amir Sadollah,Welterweight,Dong Hyun Kim,Amir Sadollah,U-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
Efrain Escudero,Dan Lauzon,Lightweight,Efrain Escudero,Dan Lauzon,U-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
Melvin Guillard,Waylon Lowe,Lightweight,Melvin Guillard,Waylon Lowe,KO/TKO,Knee,1,208,UFC 114: Rampage vs Evans,2010-05-29
Cyrille Diabate,Luiz Cane,Light Heavyweight,Cyrille Diabate,Luiz Cane,KO/TKO,Punches,1,133,UFC 114: Rampage vs Evans,2010-05-29
Aaron Riley,Joe Brammer,Lightweight,Aaron Riley,Joe Brammer,U-DEC,,3,300,UFC 114: Rampage vs Evans,2010-05-29
Ryan Jensen,Jesse Forbes,Middleweight,Ryan Jensen,Jesse Forbes,SUB,Guillotine Choke,1,66,UFC 114: Rampage vs Evans,2010-05-29
Mauricio Rua,Lyoto Machida,Light Heavyweight,Mauricio Rua,Lyoto Machida,KO/TKO,Punches,1,215,UFC 113: Machida vs Shogun 2,2010-05-08
Josh Koscheck,Paul Daley,Welterweight,Josh Koscheck,Paul Daley,U-DEC,,3,300,UFC 113: Machida vs Shogun 2,2010-05-08
Jeremy Stephens,Sam Stout,Lightweight,Jeremy Stephens,Sam Stout,S-DEC,,3,300,UFC 113: Machida vs Shogun 2,2010-05-08
Matt Mitrione,Kevin Ferguson,Heavyweight,Matt Mitrione,Kevin Ferguson,KO/TKO,Punches,2,264,UFC 113: Machida vs Shogun 2,2010-05-08
Alan Belcher,Patrick Cote,Middleweight,Alan Belcher,Patrick Cote,SUB,Rear Naked Choke,2,205,UFC 113: Machida vs Shogun 2,2010-05-08
Joe Doerksen,Tom Lawlor,Middleweight,Joe Doerksen,Tom Lawlor,SUB,Rear Naked Choke,2,130,UFC 113: Machida vs Shogun 2,2010-05-08
Marcus Davis,Jonathan Goulet,Welterweight,Marcus Davis,Jonathan Goulet,KO/TKO,Punches,2,83,UFC 113: Machida vs Shogun 2,2010-05-08
Johny Hendricks,TJ Grant,Welterweight,Johny Hendricks,TJ Grant,M-DEC,,3,300,UFC 113: Machida vs Shogun 2,2010-05-08
Joey Beltran,Tim Hague,Heavyweight,Joey Beltran,Tim Hague,U-DEC,,3,300,UFC 113: Machida vs Shogun 2,2010-05-08
Mike Guymon,Yoshiyuki Yoshida,Welterweight,Mike Guymon,Yoshiyuki Yoshida,U-DEC,,3,300,UFC 113: Machida vs Shogun 2,2010-05-08
John Salter,Jason MacDonald,Middleweight,John Salter,Jason MacDonald,KO/TKO,,1,162,UFC 113: Machida vs Shogun 2,2010-05-08
Anderson Silva,Demian Maia,Middleweight,Anderson Silva,Demian Maia,U-DEC,,5,300,UFC 112: Invincible,2010-04-10
Frankie Edgar,BJ Penn,Lightweight,Frankie Edgar,BJ Penn,U-DEC,,5,300,UFC 112: Invincible,2010-04-10
Matt Hughes,Renzo Gracie,Welterweight,Matt Hughes,Renzo Gracie,KO/TKO,Punches,3,280,UFC 112: Invincible,2010-04-10
Rafael Dos Anjos,Terry Etim,Lightweight,Rafael Dos Anjos,Terry Etim,SUB,Armbar,2,270,UFC 112: Invincible,2010-04-10
Mark Munoz,Kendall Grove,Middleweight,Mark Munoz,Kendall Grove,KO/TKO,Punches,2,170,UFC 112: Invincible,2010-04-10
Phil Davis,Alexander Gustafsson,Light Heavyweight,Phil Davis,Alexander Gustafsson,SUB,Anaconda Choke,1,295,UFC 112: Invincible,2010-04-10
Rick Story,Nick Osipczak,Welterweight,Rick Story,Nick Osipczak,S-DEC,,3,300,UFC 112: Invincible,2010-04-10
DaMarques Johnson,Brad Blackburn,Welterweight,DaMarques Johnson,Brad Blackburn,KO/TKO,Kick,3,128,UFC 112: Invincible,2010-04-10
Paul Kelly,Matt Veach,Lightweight,Paul Kelly,Matt Veach,SUB,Guillotine Choke,2,221,UFC 112: Invincible,2010-04-10
Jon Madsen,Mostapha Al-Turk,Heavyweight,Jon Madsen,Mostapha Al-Turk,U-DEC,,3,300,UFC 112: Invincible,2010-04-10
Kenny Florian,Takanori Gomi,Lightweight,Kenny Florian,Takanori Gomi,SUB,Rear Naked Choke,3,172,UFC Fight Night: Florian vs Gomi,2010-03-31
Roy Nelson,Stefan Struve,Heavyweight,Roy Nelson,Stefan Struve,KO/TKO,Punch,1,39,UFC Fight Night: Florian vs Gomi,2010-03-31
Jorge Rivera,Nate Quarry,Middleweight,Jorge Rivera,Nate Quarry,KO/TKO,Punches,2,29,UFC Fight Night: Florian vs Gomi,2010-03-31
Ross Pearson,Dennis Siver,Lightweight,Ross Pearson,Dennis Siver,U-DEC,,3,300,UFC Fight Night: Florian vs Gomi,2010-03-31
Andre Winner,Rafaello Oliveira,Lightweight,Andre Winner,Rafaello Oliveira,U-DEC,,3,300,UFC Fight Night: Florian vs Gomi,2010-03-31
Jacob Volkmann,Ronys Torres,Lightweight,Jacob Volkmann,Ronys Torres,S-DEC,,3,300,UFC Fight Night: Florian vs Gomi,2010-03-31
Nik Lentz,Rob Emerson,Lightweight,Nik Lentz,Rob Emerson,U-DEC,,3,300,UFC Fight Night: Florian vs Gomi,2010-03-31
Gleison Tibau,Caol Uno,Lightweight,Gleison Tibau,Caol Uno,KO/TKO,Punches,1,253,UFC Fight Night: Florian vs Gomi,2010-03-31
Yushin Okami,Lucio Linhares,Middleweight,Yushin Okami,Lucio Linhares,KO/TKO,,2,167,UFC Fight Night: Florian vs Gomi,2010-03-31
Gerald Harris,Mario Miranda,Middleweight,Gerald Harris,Mario Miranda,KO/TKO,Punches,1,289,UFC Fight Night: Florian vs Gomi,2010-03-31
Charlie Brenneman,Jason High,Welterweight,Charlie Brenneman,Jason High,U-DEC,,3,300,UFC Fight Night: Florian vs Gomi,2010-03-31
Georges St-Pierre,Dan Hardy,Welterweight,Georges St-Pierre,Dan Hardy,U-DEC,,5,300,UFC 111: St-Pierre vs Hardy,2010-03-27
Shane Carwin,Frank Mir,Heavyweight,Shane Carwin,Frank Mir,KO/TKO,Punches,1,228,UFC 111: St-Pierre vs Hardy,2010-03-27
Kurt Pellegrino,Fabricio Camoes,Lightweight,Kurt Pellegrino,Fabricio Camoes,SUB,Rear Naked Choke,2,260,UFC 111: St-Pierre vs Hardy,2010-03-27
Jon Fitch,Ben Saunders,Welterweight,Jon Fitch,Ben Saunders,U-DEC,,3,300,UFC 111: St-Pierre vs Hardy,2010-03-27
